issue_number,issue_url,api_url,repository_owner,repository_name,author_login,author_type,title,body,state,comments_count,labels_display,label_count,created_at,updated_at,last_activity_at,fetched_at
386,https://github.com/digital-land/planning-application-data-specification/issues/386,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/386,digital-land,planning-application-data-specification,colmjude,User,Proposal: planning-permission-timeline dataset and event list for decision timelines,"We’re proposing a new `planning-permisison-timeline` dataset to capture the key events that show how a decision was reached.

This would help satisfy several existing needs in [`user-needs/need`](https://github.com/digital-land/planning-application-data-specification/tree/main/user-needs/need) (e.g. knowing when applications are deemed invalid, withdrawn, or reach committee — see [dd-need-018](https://github.com/digital-land/planning-application-data-specification/blob/main/user-needs/need/dd-need-018.md?plain=1), [dd-need-055](https://github.com/digital-land/planning-application-data-specification/blob/main/user-needs/need/dd-need-055.md?plain=1), [dd-need-059](https://github.com/digital-land/planning-application-data-specification/blob/main/user-needs/need/dd-need-059.md?plain=1)) and give a clearer timeline for applicants, consultees, and oversight bodies.

Below are the events we plan to include, with the “why” (need) for each. Please review, challenge, or suggest additions, and include a clear rationale for any new events.

| reference | name | description | need |
| --- | --- | --- | --- |
| application-submitted | Application submitted | The date the application was submitted | Users need to know when an application was submitted so they can understand when the clock started and assess timeliness. |
| application-received | Application received | The date the application was received by the authority | Users need to know when an application was received by the authority so they can confirm it entered the system and track processing start. |
| found-invalid | Found invalid | The date the authority deemed the application invalid | Users need to know if and when an application was deemed invalid so they can understand delays and what halted progression. |
| found-valid | Found valid | The date the authority validated the application | Users need to know when an application was validated so they can see when formal assessment began and how long validation took. |
| additional-information-requested | Additional information requested | The date the authority asked for further information | Users need to know when further information was requested so they can see what triggered delays and what is outstanding. |
| additional-information-received | Additional information received | The date the applicant supplied the requested information | Users need to know when the requested information was supplied so they can judge whether the application can progress. |
| consultation-start | Consultation start | The date the consultation opens | Users need to know when public/consultee consultation began so they can assess openness and statutory timing. |
| consultation-end | Consultation end | The date the consultation closes | Users need to know when consultation closed so they can understand deadlines and whether responses were in time. |
| consultees-contacted | Consultees contacted | The date consultees were contacted | Users need to know when consultees were contacted so they can confirm engagement took place and align it with consultation timelines. |
| mayor-call-in-date | Mayor call-in date | The date the Mayor called in the application | Users need to know when the Mayor called in an application so they can understand the change in decision route and timetable. |
| mayor-hearing-date | Mayor hearing date | The date of the Mayoral hearing | Users need to know when a Mayoral hearing is scheduled so they can plan participation and track key milestones. |
| committee-date | Committee date | The date of the committee meeting | Users need to know when an application is going to committee so they can follow decision-making and prepare representations. |
| withdrawn | Withdrawn | The date the application was withdrawn | Users need to know if and when an application was withdrawn so they can stop expecting a decision and understand outcomes. |
| time-extension-agreed | Time extension agreed | The date an extension of time was agreed | Users need to know when an extension of time was agreed so they can assess revised deadlines and accountability for delays. |


What we’d like from you:
- Do these events cover the timeline you need to see? If not, which specific events are missing and why are they important?
- Are any of these unclear or redundant?
- If you’re suggesting a new event, please include the reason you think it is useful to record
",open,4,community help wanted;Decision data;Integration,3,2026-01-29T08:52:56Z,2026-03-02T15:25:00Z,2026-03-02T15:25:00Z,2026-03-21T05:23:50+00:00
385,https://github.com/digital-land/planning-application-data-specification/issues/385,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/385,digital-land,planning-application-data-specification,pixeltrix,User,Mapping of specific application type description fields to a general description field,"Each application type has it's own version of what could be called the 'description', i.e. a string that describes what the application is. For example, in `advertising.json` it is `advertisement-types/advertisement-proposal-description`; in `s73.json` it is `con-remove-vary/reason`; and in `full.json` it is `proposal-details/proposal-description`.

Is this being documented anywhere and if not are there any plans to, or is it up to each implementor to decide how to generate a general description?",open,1,Submissions;Implementation;Planning permission board,3,2026-01-28T10:27:50Z,2026-03-09T11:28:55Z,2026-03-09T11:28:55Z,2026-03-21T05:23:50+00:00
360,https://github.com/digital-land/planning-application-data-specification/issues/360,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/360,digital-land,planning-application-data-specification,JonathanMerrett,User,Non-residential floorspace> Whether the facility is not applicable,"Query relating to:
Non-residential floorspace>Details of changes to non-residential floorspace in the proposed development.> room-details-outline> Whether the facility is not applicable
This is similar to query #358 
This question is expecting a boolean value response, is this a valid question?
If the applicant is not selecting a room detail that would imply that it's not applicable",open,2,Policy;Implementation;Planning permission board;to-check,4,2025-12-12T11:09:21Z,2026-02-04T11:49:09Z,2026-02-04T11:49:09Z,2026-03-21T05:23:50+00:00
358,https://github.com/digital-land/planning-application-data-specification/issues/358,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/358,digital-land,planning-application-data-specification,JonathanMerrett,User,Processes machinery waste> Whether the facility is not applicable,"Query relating to:
Processes machinery waste> How waste will be managed on the site> Whether the facility is not applicable
This question is expecting a boolean value response, is this a valid question? 
If the applicant is not selecting a waste management facility that would imply that it's not applicable
@colmjude ",open,2,Policy;Implementation;Planning permission board;to-check,4,2025-12-11T15:49:41Z,2026-02-04T11:51:39Z,2026-02-04T11:51:39Z,2026-03-21T05:23:50+00:00
357,https://github.com/digital-land/planning-application-data-specification/issues/357,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/357,digital-land,planning-application-data-specification,JonathanMerrett,User,Hours of operation - True or False - explicitly state when closed,"Query relating to:
Hours of operation> Proposed operating hours if the proposed development is intended for non-residential use.> **True or False - explicitly state when closed**
Can you explain the purpose of this question as start and end times are supplied? You're asking for a boolean value so how would a question be posed?
@colmjude ",open,1,community help wanted;Planning permission board;to-check,3,2025-12-11T15:22:03Z,2026-03-13T11:45:30Z,2026-03-13T11:45:30Z,2026-03-21T05:23:50+00:00
355,https://github.com/digital-land/planning-application-data-specification/issues/355,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/355,digital-land,planning-application-data-specification,JonathanMerrett,User,Consent under TPO - Any advice provided on-site by a Local Planning Authority (LPA) officer,"This is for App type - Consent under TPO
For 'Description of works' you have a question of:
'Any advice provided on-site by a Local Planning Authority (LPA) officer'
When a user e.g. the applicant is creating the application, at this point, how likely are they to have contacted the LPA officer(on site) and advice provided.  Wouldn't this be something that's completed on a site visit (and so post application submission) ?
@colmjude ",open,2,Backlog;Policy;Community;Submissions,4,2025-12-11T14:10:28Z,2026-02-25T11:21:03Z,2026-02-25T11:21:03Z,2026-03-21T05:23:50+00:00
352,https://github.com/digital-land/planning-application-data-specification/issues/352,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/352,digital-land,planning-application-data-specification,JonathanMerrett,User,Query re: Ownership certificates and agricultural land declaration> Digital signature,"For the 'Digital signature of the applicant' and the 'Digital signature of the agent', is the string value a concatenation of title, first name, last name?
@colmjude ",open,0,model;Submissions;Implementation;Planning permission board,4,2025-12-10T11:32:39Z,2026-01-15T04:53:36Z,2026-01-15T04:53:36Z,2026-03-21T05:23:50+00:00
351,https://github.com/digital-land/planning-application-data-specification/issues/351,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/351,digital-land,planning-application-data-specification,JonathanMerrett,User,Query re: Materials> Indicates the materials for this building element are not yet known - boolean or enum?,"This query relates to Materials> What materials are being used for the proposed development> Materials not known
You've suggested a boolean response. 
When a 'user' selects the 'Area' (for Proposed Materials) and then the 'Material type' if we had 'Unknown' as a material type would this work? You are expecting Yes / No (boolean) rather than a ENUM, I think a boolean response could only work if the user was only indicating that the material type for **all** building elements are unknown.  Can I have your thoughts on this?
@colmjude ",open,2,Submissions;Implementation;Planning permission board;to-check,4,2025-12-10T11:15:10Z,2026-01-27T07:56:56Z,2026-01-27T07:56:56Z,2026-03-21T05:23:50+00:00
350,https://github.com/digital-land/planning-application-data-specification/issues/350,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/350,digital-land,planning-application-data-specification,JonathanMerrett,User,Query re: What materials are being used for the proposed development,"This query relates to Materials> What materials are being used for the proposed development> Materials not applicable
You've suggested a boolean response.  Can this be determined simply via the fact that the budling element has not been selected?
@colmjude ",open,1,Policy;Submissions;Implementation;Data modelling;to-check,5,2025-12-10T10:59:37Z,2026-01-13T13:33:42Z,2026-01-13T13:33:42Z,2026-03-21T05:23:50+00:00
344,https://github.com/digital-land/planning-application-data-specification/issues/344,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/344,digital-land,planning-application-data-specification,colmjude,User,Should description field in description of proposed works module used in LDC for listed building works application be split?,"The Description of proposed works that is in the [LDC for listed build work application form](https://assets.publishing.service.gov.uk/media/67dbf586cb8c6838d74b4f7f/LDC_application_template.pdf) has a field label that suggests the required input has multiple elements.

> Please provide a detailed description of the proposed works (including existing and proposed materials and finishes) together with
details of those parts) of the building that are likely to be affected. A plan should also be included which clearly identifies the listed
building to which your application relates (drawn to an identified scale and showing the direction of North)

<img width=""1247"" height=""633"" alt=""Image"" src=""https://github.com/user-attachments/assets/2628f1ff-ed0b-42dd-a23a-dd040bda0316"" />

Currently, the r[espective module in the specification](https://github.com/digital-land/planning-application-data-specification/blob/main/specification/module/desc-proposed-works-lb-ldc.schema.md?plain=1) is a single free textbox. 

As [suggested](https://github.com/digital-land/planning-application-data-specification/issues/339), we could work on the module to make the data more structured.

Would that be useful and what parts should be broken out?",open,0,suggestion;Backlog;Submissions;Improvement;Data modelling,5,2025-11-24T11:07:30Z,2025-11-24T11:08:09Z,2025-11-24T11:08:09Z,2026-03-21T05:23:50+00:00
335,https://github.com/digital-land/planning-application-data-specification/issues/335,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/335,digital-land,planning-application-data-specification,colmjude,User,Output spreadsheets for the application subtypes,"Currently the tool that produces the spreadsheets from the specification does not handle the application subtypes meaning these spreadsheets are not being produced.

The code at [bin/generate_spec_spreadsheet.py](https://github.com/digital-land/planning-application-data-specification/blob/main/bin/generate_spec_spreadsheet.py) needs to be updated to also cover these subtypes",open,1,Backlog;Technical;enhancement;Integration;Planning permission board,5,2025-10-28T17:59:34Z,2025-12-19T11:02:54Z,2025-12-19T11:02:54Z,2026-03-21T05:23:50+00:00
330,https://github.com/digital-land/planning-application-data-specification/issues/330,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/330,digital-land,planning-application-data-specification,NoraAC,User,ODP - Decision notice template - legal status,"### Our aim
A number of LPAs (Medway, Lambeth, Barnet, Buckinghamshire, South Gloucestershire, Newcastle & Camden) part of [ODP](https://opendigitalplanning.org/) community and planning data design team have gathered to:

- Establish what are the legal requirements for a decision notice as a modern digital planning record. 
- Help create a universal decision notice template which it can be software agnostic. 
- Ensure the decision notices generated by BOPS (Back Office Planning System) are legally sound.
- Support LPAs piloting planning applications in ODP stack. 

### How 

- We ran a number of workshops where we reviewed decision notices across multiple councils for full planning, householder, certificate of lawfulness, approval of details applications. Section S73 application in progress. 

**General workshop findings** 
**Current Decision Notices**
- Perform a number of other functions, such as providing advice and guidance
- Are a paper based material in a digital format
- Not accessible 
- The legislation does not go far enough to establish a standard for decisions, only what is the content required prescribed under [Article 35 of the Development Management Procedure Order 2015](https://www.legislation.gov.uk/uksi/2015/595/article/35) 
- Are inconsistent across Councils
- Migration, transfer or upgrade to a new back office systems requires new decision templates - resource draining for LPAs.

**Future Decision Notices - digital planning record**
- Include structured data that is consistent between councils
- Linked to related decisions (such as amendments to a scheme), even documents. 
- Communicate clearly what is the council’s decision, what is the outcome.

### What

- Identified general components within decision notices, significant variation and similarity, following the colour coded framework as shown in img 1, based on Article 35 DMPO 2015, and also current product development within BOPS. 

![Image](https://github.com/user-attachments/assets/b1afe9f7-d523-4f2d-a0b2-02e21d733431)

- Drafter a list of questions which we asked LPAs legal teams to provide advice on and received a range of responses which proved that..  
- We need to have an overarching legal view, so we are now drafting a legal brief for MHCLG lawyers with our questions. 
- Below are the list of questions so far. 

[Img 2 Table - Components and questions 23 10 25.pdf](https://github.com/user-attachments/files/23093659/Img.2.Table.-.Components.and.questions.23.10.25.pdf)

### Next steps 
- Workshop to discuss NMA (non-material-minor amendment) and applications with section 106 legal agreements - date and time tbc. If interested please leave your details in the comment or write to me directly [nora-andreea.constantinescu@camden.gov.uk](mailto:nora-andreea.constantinescu@camden.gov.uk)
- Updates on progress will be found here and at future (date tbc) ODP Public Show&Tell sign-up from [here](https://forms.office.com/pages/responsepage.aspx?id=EGg0v32c3kOociSi7zmVqLbLAqT73SBOmu7doRXMpqxURVNNTk1PNVQxTlJVV0w1NlA0VE00U0JCMy4u&route=shorturl)

### CTA 
Please share your thoughts and let us know if there is anything we haven't captured yet 
Data consumers  - do you have any additional needs for a template format for a decision notice? 
",open,2,Community;Decision data,2,2025-10-23T09:01:46Z,2026-02-03T18:16:47Z,2026-02-03T18:16:47Z,2026-03-21T05:23:50+00:00
328,https://github.com/digital-land/planning-application-data-specification/issues/328,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/328,digital-land,planning-application-data-specification,colmjude,User,A standardised list of application types,"We’ve pulled together a draft list of planning application types, with the aim of creating a standardised set that can be used by all.

This list has been built from:

* the initial application types covered by the existing forms
* application types raised by you, the community (thank you for sharing these — they’ve been invaluable)
* our own research into applications defined in legislation

We have not yet created a full breakdown of subtypes (for example, all prior approvals and all the variations of change of use), this is on our to-do list.

We’d like your help to:

* check the list and flag anything we’ve misinterpreted
* let us know if we’ve missed anything important
* share any relevant case law you’re aware of for any of the different application types

Canonical source of application types: https://github.com/digital-land/planning-application-data-specification/blob/main/data/planning-application-type.csv

---

### Related issues

* [Open issues related to application types](https://github.com/digital-land/planning-application-data-specification/issues?q=state%3Aopen%20label%3A%22application-type%22)
* [Resolved issues related to application types](https://github.com/digital-land/planning-application-data-specification/issues?q=label%3A%22application-type%22%20state%3Aclosed)

",open,0,application-type;Backlog;Improvement,3,2025-09-22T07:03:19Z,2025-11-24T16:34:11Z,2025-11-24T16:34:11Z,2026-03-21T05:23:50+00:00
325,https://github.com/digital-land/planning-application-data-specification/issues/325,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/325,digital-land,planning-application-data-specification,colmjude,User,Replace explorer folder in repository,"We created a set of tools to help us analyse the existing forms and create the original specifications.

These tools are grouped together in the [/explorer folder](https://github.com/digital-land/planning-application-data-specification/tree/main/explorer).

Now that we have finished the initial stage (creating the baseline specifications) we do not need these tools anymore. However, there is some useful and helpful code in there. We need to decide what to do with it.",open,0,Backlog;Technical;enhancement,3,2025-09-09T11:36:36Z,2025-10-30T08:09:41Z,2025-10-30T08:09:41Z,2026-03-21T05:23:50+00:00
321,https://github.com/digital-land/planning-application-data-specification/issues/321,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/321,digital-land,planning-application-data-specification,timbindingPCC,User,Development details - applicant submission,"Will there be a standard way of capturing Development Details of the proposal submitted by the applicant. Maybe for Existing and Proposed?
For example:    

- Number of planning units.
- Use for each planning unit:
- Use Name
- Use Class Code
- Floorspace of each planning unit.
- For planning units that are dwellings, for each dwelling:
   - Number of bedrooms
   - Floorspace
   - Type
     - Detached, Semi-Detached, Terraced, End-of-Terrace, Flat
   - Tenure
     - Open Market
     - Affordable Housing
       - AH-Social Rent
       - AH-Affordable Rent
       - AH-Intermediate Housing 
       
Not sure that this covers all categories of Type or Tenure, but is an example – these issues might already be being considered.  ",open,2,suggestion;Backlog;new-module;Submissions;Improvement,5,2025-08-21T15:03:40Z,2025-11-24T13:25:26Z,2025-11-24T13:25:26Z,2026-03-21T05:23:50+00:00
